headlines,clean_headlines,labels,Dominant_Topic,Topic_Prob
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",addition verification identity digital signature new state approved mobile id enables cast vote election well,@positive,2,0.5078167
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",april olvi range cider expand strawberry rhubarb apple pear cider green bottle new shape,@positive,2,0.7911668
"In April-June 2008 , Scanfil 's net sales totalled EUR 58.7 mn and operating profit EUR 6.6 mn .",april june scanfil net sale totalled eur mn operating profit eur mn,@positive,3,0.9483624
"In Finland , Alma Media will focus on quality and developing chain operations .",finland alma medium focus quality developing chain operation,@neutral,1,0.9206595
"In Finland , the five largest brands control 90 % of the beer market .",finland five largest brand control beer market,@neutral,1,0.7795285
In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,july quadriga capital sold lewa gmbh pump making business japan nikkiso co,@neutral,1,0.9468042
In Sweden the agreement covers data communication services as well .,sweden agreement cover data communication service well,@positive,2,0.91103387
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",czech republic profiling unit ostrava closed machinery relocated ruukki bigger plant hungary poland romania end first quarter,@neutral,1,0.5123582
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",czech republic smaller profiling unit ostrava closed machinery gradually relocated ruukki bigger plant hungary poland romania end first quarter,@neutral,1,0.48859796
"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn .",first quarter sacanfil net sale totalled eur mn operating profit eur mn,@positive,3,0.94863105
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",third quarter net sale totaled eur mn operating profit eur mn,@positive,3,0.94442624
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , is acquiring the manufacturing unit of the TVS Electronic Ltd at Tumkur , near Bangalore , for Rs40 crore .",incap contract manufacturing service pvt ltd subsidiary incap corporation finland acquiring manufacturing unit tv electronic ltd tumkur near bangalore r crore,@neutral,2,0.9654054
"It comes complete with an LCD touch screen system for selection of your chosen function and prices start at around the pounds 4,805 mark .",come complete lcd touch screen system selection chosen function price start around pound mark,@neutral,1,0.507188
"It grew in Finland , Norway , Denmark and the Baltic countries .",grew finland norway denmark baltic country,@neutral,1,0.73216593
It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,includes option additional communal building site well construction supervision work construction site,@positive,1,0.5790883
"It is being developed by Symbian , the software licensing consortium led by Nokia .",developed symbian software licensing consortium led nokia,@neutral,1,0.5501389
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,estimated consolidated turnover kausta guder reach lt mn u mn eur mn,@positive,3,0.9477488
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,first application market invoice purchase requisition approval mobile device,@positive,1,0.6336441
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",owns share amer sport corporation equaling company share capital voting right,@positive,1,0.9429303
It posted a turnover of 4.5 mln euro $ 6.1 mln and an operating profit of 1.5 mln euro $ 2.0 mln for 2006 .,posted turnover mln euro mln operating profit mln euro mln,@positive,3,0.9393289
Ixonos will finance the acquisition through a 3.8 mln euro $ 5.2 mln loan .,ixonos finance acquisition mln euro mln loan,@neutral,3,0.63038975
J+�rvi-Suomen Portti is also planning to reduce the use of sodium nitrite .,j rvi suomen portti also planning reduce use sodium nitrite,@neutral,3,0.53964376
"Karachi , Sept. 14 -- Ixonos , a world leader in the development and integration of solutions for handheld devices , announced that it is implementing a touch screen mobile user interface solution for the Intel Atom processor Z6xx based smartphones .",karachi sept ixonos world leader development integration solution handheld device announced implementing touch screen mobile user interface solution intel atom processor z xx based smartphones,@positive,1,0.59864306
Kauko-Telko 's centralized administration will be dissolved and appropriate parts of it will be transferred to operating activities and Group administration by the end of the year .,kauko telko centralized administration dissolved appropriate part transferred operating activity group administration end year,@neutral,1,0.72003806
"Kemira 's R&D organization comprises approximately 750 people , the company said .",kemira r organization comprises approximately people company said,@neutral,2,0.61571723
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .,l also acquired pct stake local sector company salvor oy beginning september,@neutral,3,0.49026707
"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .",latin america currently account approximately sale tecnotree company president ceo eero mertano recently told bnamericas,@neutral,2,0.8802336
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",lcs service cover whole life cycle software information system process modelling tailored software development hosting service solution management maintenance support,@positive,2,0.93770754
